           1           1
           1           2
           1           3
           1           4
           1           5
           1           6
           1           7
           1           8
           1           9
           1          10
           1          54
           1          55
           1          57
           1          58
           1          59
           1          60
           1          61
           1          62
           1          63
           2           3
           2           4
           2           5
           2           6
           2           7
           2           8
           2           9
           2          10
           2          37
           2          53
           2          54
           2          55
           2          57
           2          58
           2          59
           2          60
           2          61
           2          62
           2          63
           2          64
           3           1
           3           2
           3           3
           3           4
           3           5
           3           6
           3           7
           3           8
           3          10
           3          16
           3          17
           3          62
           3          63
           3          64
           4           1
           4           2
           4           3
           4           4
           4           6
           4           7
           4          10
           4          12
           4          13
           4          14
           4          15
           4          16
           4          33
           4          34
           4          62
           4          63
           4          64
           5           1
           5           2
           5           3
           5           4
           5           5
           5           6
           5           7
           5           8
           5           9
           5          10
           5          12
           5          13
           5          14
           5          15
           5          16
           5          31
           5          32
           5          33
           5          34
           5          35
           5          37
           5          61
           5          64
           6           1
           6           2
           6           3
           6           4
           6           5
           6           6
           6           7
           6           8
           6           9
           6          10
           6          11
           6          12
           6          13
           6          14
           6          15
           6          16
           6          22
           6          23
           6          31
           6          32
           6          33
           6          34
           6          35
           6          36
           6          39
           6          60
           6          61
           7           1
           7           2
           7           3
           7           4
           7           5
           7           6
           7           7
           7           8
           7           9
           7          10
           7          11
           7          12
           7          22
           7          33
           7          34
           7          36
           7          39
           7          40
           7          50
           7          51
           7          52
           7          60
           7          61
           8           1
           8           2
           8           3
           8           5
           8           6
           8           7
           8           8
           8           9
           8          10
           8          11
           8          12
           8          13
           8          24
           8          52
           8          53
           8          60
           8          61
           9           1
           9           2
           9           3
           9           4
           9           5
           9           6
           9           7
           9           8
           9           9
           9          10
           9          11
           9          12
           9          39
           9          42
           9          43
           9          60
           9          61
           9          62
           9          63
           9          64
          10           1
          10           2
          10           3
          10           4
          10           5
          10           6
          10           7
          10           8
          10           9
          10          10
          10          11
          10          12
          10          58
          10          61
          10          62
          10          63
          10          64
          11           1
          11           2
          11           3
          11           4
          11           5
          11           6
          11           7
          11           8
          11           9
          11          11
          11          29
          11          30
          11          61
          11          62
          11          63
          11          64
          12           1
          12           2
          12           3
          12           4
          12           5
          12           6
          12           7
          12           8
          12           9
          12          10
          12          11
          12          15
          12          16
          12          20
          12          21
          12          22
          12          31
          12          33
          12          61
          12          62
          12          63
          12          64
          13           1
          13           2
          13           3
          13           4
          13           5
          13           6
          13           7
          13           8
          13           9
          13          19
          13          20
          13          21
          13          22
          13          23
          13          24
          13          33
          13          34
          13          45
          13          61
          13          62
          13          63
          13          64
          14           1
          14           3
          14           4
          14           5
          14           6
          14           7
          14           8
          14           9
          14          20
          14          21
          14          22
          14          23
          14          24
          14          33
          14          38
          14          39
          14          61
          14          62
          14          63
          14          64
          15           1
          15           2
          15           3
          15           4
          15           5
          15           6
          15           7
          15           8
          15           9
          15          10
          15          11
          15          12
          15          16
          15          17
          15          18
          15          19
          15          20
          15          21
          15          22
          15          23
          15          24
          15          38
          15          39
          15          55
          15          61
          15          62
          15          63
          15          64
          16           1
          16           2
          16           3
          16           4
          16           5
          16           6
          16           7
          16           8
          16           9
          16          10
          16          11
          16          12
          16          16
          16          17
          16          18
          16          19
          16          20
          16          22
          16          23
          16          24
          16          35
          16          61
          16          62
          16          63
          16          64
          17           1
          17           2
          17           3
          17           5
          17           7
          17           8
          17           9
          17          10
          17          11
          17          12
          17          13
          17          14
          17          15
          17          16
          17          17
          17          18
          17          19
          17          20
          17          35
          17          36
          17          37
          17          56
          17          57
          17          62
          17          63
          17          64
          18           1
          18           2
          18           3
          18           8
          18           9
          18          10
          18          11
          18          12
          18          13
          18          14
          18          15
          18          16
          18          17
          18          18
          18          19
          18          22
          18          31
          18          35
          18          40
          18          58
          18          59
          18          60
          18          61
          18          62
          18          63
          18          64
          19           1
          19           2
          19          11
          19          12
          19          13
          19          16
          19          17
          19          18
          19          19
          19          32
          19          33
          19          34
          19          35
          19          40
          19          62
          19          63
          19          64
          20           1
          20          18
          20          19
          20          20
          20          32
          20          33
          20          34
          20          35
          20          43
          20          58
          20          59
          20          62
          20          63
          20          64
          21           1
          21          17
          21          18
          21          19
          21          37
          21          43
          21          54
          21          61
          21          62
          21          63
          21          64
          22           1
          22          17
          22          18
          22          19
          22          30
          22          50
          22          62
          22          63
          22          64
          23          17
          23          19
          23          62
          23          63
          23          64
          24           2
          24           6
          24           7
          24          40
          24          51
          24          54
          24          64
          25           6
          25           7
          25          17
          25          18
          25          31
          25          40
          25          41
          26          17
          26          18
          27           3
          27           4
          27          41
          27          47
          27          48
          27          50
          27          51
          28           3
          28           4
          28          11
          28          47
          28          48
          28          49
          28          51
          29           1
          29          18
          29          19
          29          49
          29          56
          29          57
          30          17
          30          18
          30          19
          30          20
          31          17
          31          18
          31          19
          31          20
          31          24
          31          32
          31          33
          31          34
          31          44
          31          45
          31          52
          32          17
          32          18
          32          19
          32          49
          32          50
          33          57
          34          56
          34          57
          34          61
          36           7
          36           8
          36          35
          36          36
          36          37
          36          43
          36          44
          36          63
          37           7
          37           8
          37           9
          37          13
          37          34
          37          35
          37          36
          37          37
          37          38
          37          39
          37          40
          38           5
          38           6
          38           7
          38           8
          38           9
          38          34
          38          35
          38          37
          38          38
          38          39
          38          45
          39           7
          39           8
          39           9
          39          19
          39          21
          39          29
          39          34
          39          35
          39          36
          39          37
          39          38
          39          39
          39          46
          40           7
          40          25
          40          29
          40          34
          40          35
          40          36
          40          37
          40          38
          40          39
          41           1
          41           2
          41           3
          41           5
          41           6
          41           7
          41           8
          41          15
          41          22
          41          23
          41          24
          41          29
          41          34
          41          35
          41          37
          41          39
          41          43
          42           1
          42           2
          42           3
          42           4
          42           5
          42           6
          42           7
          42           8
          42          22
          42          23
          42          24
          42          29
          42          34
          42          35
          42          42
          42          43
          42          44
          42          47
          42          64
          43           2
          43           3
          43           4
          43           6
          43           7
          43           8
          43          15
          43          22
          43          23
          43          24
          43          26
          43          27
          43          28
          43          29
          43          35
          43          36
          43          37
          43          38
          43          42
          43          43
          43          44
          43          55
          43          61
          44           7
          44           8
          44          14
          44          15
          44          16
          44          27
          44          28
          44          35
          44          36
          44          38
          44          46
          44          54
          44          55
          44          56
          45           9
          45          16
          45          30
          45          31
          45          38
          45          54
          45          55
          46          10
          46          11
          46          14
          46          15
          46          16
          46          22
          46          23
          46          31
          46          33
          46          37
          46          47
          46          55
          47           5
          47          10
          47          14
          47          15
          47          16
          47          22
          47          23
          47          47
          48           1
          48          13
          48          14
          48          15
          48          16
          48          17
          48          36
          48          47
          49           1
          49          26
          49          27
          49          28
          50          17
          50          35
          50          54
          50          62
          51          15
          51          17
          51          24
          51          25
          51          26
          51          27
          51          38
          51          39
          51          54
          51          56
          52           3
          52          24
          52          36
          52          37
          52          53
          52          54
          53          20
          53          24
          53          26
          53          27
          53          58
          53          59
          54          25
          54          26
          54          27
          54          28
          55           2
          55          23
          55          24
          55          25
          55          26
          55          27
          55          28
          55          29
          56          14
          56          22
          56          23
          56          24
          56          25
          56          26
          56          29
          56          45
          56          46
          56          47
          56          60
          56          61
          57           3
          57          22
          57          23
          57          24
          57          33
          57          34
          57          37
          57          39
          57          44
          57          45
          57          46
          57          47
          57          51
          57          52
          57          59
          57          60
          57          61
          58           3
          58          21
          58          22
          58          23
          58          33
          58          34
          58          35
          58          44
          58          45
          58          46
          59           1
          59           2
          59          34
          59          47
          59          64
          60           1
          60           2
          60          10
          60          11
          60          23
          60          45
          60          46
          60          47
          60          52
          60          61
          60          62
          60          63
          60          64
          61           1
          61           6
          61           7
          61           8
          61           9
          61          10
          61          11
          61          12
          61          42
          61          45
          61          46
          61          47
          61          55
          61          56
          61          57
          61          58
          61          59
          61          60
          61          61
          61          63
          61          64
          62           1
          62           2
          62           3
          62           4
          62           7
          62           8
          62           9
          62          10
          62          11
          62          27
          62          29
          62          46
          62          47
          62          52
          62          53
          62          54
          62          55
          62          56
          62          57
          62          58
          62          59
          62          60
          62          61
          62          62
          62          63
          62          64
          63           1
          63           2
          63           3
          63           4
          63           5
          63           6
          63           7
          63           8
          63           9
          63          10
          63          11
          63          46
          63          52
          63          53
          63          54
          63          55
          63          56
          63          57
          63          58
          63          59
          63          60
          63          61
          63          62
          63          63
          64           1
          64           2
          64           3
          64           4
          64           5
          64           6
          64           7
          64           8
          64           9
          64          10
          64          52
          64          53
          64          54
          64          55
          64          56
          64          57
          64          58
          64          59
          64          60
          64          61
          64          62
          64          63
          64          64
