           1          37
           1          38
           1          39
           1          40
           1          41
           2          23
           2          28
           2          37
           2          38
           2          39
           2          41
           3           2
           3           3
           3          21
           3          22
           3          23
           3          41
           3          42
           3          62
           3          64
           4          10
           4          11
           4          12
           4          19
           4          20
           4          21
           4          22
           4          31
           4          40
           4          41
           4          42
           4          43
           5           1
           5           2
           5          12
           5          13
           5          14
           5          15
           5          21
           5          22
           5          23
           5          41
           5          42
           5          49
           5          53
           5          55
           5          60
           6          12
           6          13
           6          14
           6          21
           6          22
           6          33
           6          37
           6          39
           6          42
           6          44
           6          45
           7           5
           7          12
           7          13
           7          14
           7          15
           7          20
           7          21
           7          22
           7          37
           7          38
           7          39
           7          40
           7          42
           7          43
           7          44
           7          45
           7          46
           8           1
           8           4
           8           5
           8          12
           8          13
           8          14
           8          17
           8          19
           8          20
           8          21
           8          22
           8          23
           8          24
           8          36
           8          37
           8          38
           8          39
           8          40
           8          41
           8          42
           8          43
           8          44
           8          45
           8          46
           8          49
           9          12
           9          20
           9          22
           9          23
           9          28
           9          29
           9          35
           9          36
           9          37
           9          38
           9          39
           9          40
           9          41
           9          42
           9          43
           9          44
           9          45
           9          46
           9          47
           9          48
           9          49
           9          50
           9          54
          10           1
          10          27
          10          28
          10          35
          10          36
          10          37
          10          38
          10          39
          10          40
          10          41
          10          42
          10          43
          10          46
          10          47
          10          48
          10          49
          10          50
          11           7
          11          24
          11          27
          11          35
          11          36
          11          37
          11          38
          11          39
          11          40
          11          41
          11          42
          11          43
          11          44
          11          45
          11          46
          11          47
          11          48
          12          12
          12          36
          12          37
          12          38
          12          39
          12          42
          12          43
          12          44
          12          45
          12          46
          12          47
          12          48
          12          51
          12          52
          13           2
          13           3
          13           4
          13           5
          13          21
          13          37
          13          38
          13          39
          13          40
          13          42
          13          43
          13          44
          13          45
          13          46
          13          47
          13          48
          14           1
          14           2
          14           3
          14           8
          14          11
          14          12
          14          19
          14          21
          14          22
          14          36
          14          37
          14          38
          14          39
          14          40
          14          43
          14          44
          14          45
          14          46
          14          48
          14          49
          15           1
          15           2
          15           8
          15           9
          15          10
          15          11
          15          12
          15          21
          15          22
          15          35
          15          37
          15          38
          15          39
          15          40
          15          41
          15          42
          15          43
          15          44
          15          45
          15          46
          15          47
          15          48
          15          49
          15          60
          15          62
          15          63
          15          64
          16           6
          16           7
          16           8
          16           9
          16          10
          16          11
          16          12
          16          18
          16          19
          16          20
          16          21
          16          27
          16          35
          16          36
          16          37
          16          38
          16          39
          16          40
          16          41
          16          42
          16          43
          16          44
          16          45
          16          46
          16          47
          16          48
          16          49
          16          56
          16          60
          16          61
          16          62
          16          63
          16          64
          17           1
          17           8
          17           9
          17          10
          17          11
          17          12
          17          18
          17          19
          17          21
          17          22
          17          23
          17          27
          17          28
          17          29
          17          36
          17          37
          17          38
          17          39
          17          40
          17          41
          17          42
          17          43
          17          44
          17          45
          17          46
          17          47
          17          55
          17          61
          17          63
          17          64
          18           1
          18           3
          18           8
          18           9
          18          10
          18          11
          18          15
          18          18
          18          19
          18          20
          18          21
          18          22
          18          23
          18          24
          18          27
          18          28
          18          29
          18          37
          18          38
          18          41
          18          42
          18          44
          18          45
          18          55
          18          56
          18          58
          18          59
          18          60
          18          61
          18          64
          19           1
          19           3
          19           4
          19           5
          19           6
          19           7
          19           8
          19           9
          19          10
          19          22
          19          23
          19          24
          19          25
          19          26
          19          27
          19          29
          19          30
          19          35
          19          36
          19          37
          19          41
          19          42
          19          43
          19          44
          19          45
          19          52
          19          55
          19          56
          19          57
          19          58
          19          64
          20           1
          20           2
          20           3
          20           4
          20           5
          20           6
          20          17
          20          19
          20          20
          20          21
          20          22
          20          23
          20          24
          20          25
          20          26
          20          29
          20          30
          20          31
          20          35
          20          37
          20          38
          20          40
          20          41
          20          42
          20          43
          20          44
          20          45
          20          53
          20          54
          20          55
          20          56
          20          57
          20          58
          20          64
          21           1
          21           2
          21           3
          21           4
          21           5
          21           6
          21           7
          21           8
          21           9
          21          13
          21          14
          21          19
          21          20
          21          21
          21          24
          21          31
          21          36
          21          40
          21          41
          21          42
          21          43
          21          44
          21          50
          21          51
          21          52
          21          53
          21          54
          21          55
          21          64
          22           1
          22           2
          22           3
          22           4
          22           5
          22           6
          22           7
          22           8
          22           9
          22          12
          22          13
          22          19
          22          20
          22          21
          22          24
          22          32
          22          51
          22          52
          22          53
          22          54
          22          55
          22          63
          22          64
          23           1
          23           2
          23           3
          23           4
          23           5
          23           6
          23           7
          23           8
          23           9
          23          10
          23          11
          23          12
          23          13
          23          20
          23          21
          23          22
          23          23
          23          24
          23          25
          23          26
          23          27
          23          32
          23          33
          23          48
          23          49
          23          53
          23          54
          23          63
          23          64
          24           1
          24           2
          24           6
          24           7
          24           8
          24           9
          24          10
          24          11
          24          14
          24          22
          24          23
          24          24
          24          25
          24          26
          24          61
          24          62
          24          63
          25           1
          25           7
          25           9
          25          22
          25          23
          25          24
          25          25
          25          26
          25          35
          25          38
          25          61
          25          62
          25          63
          25          64
          26           7
          26          13
          26          14
          26          15
          26          18
          26          22
          26          23
          26          25
          26          26
          26          29
          26          61
          26          62
          27          10
          27          12
          27          13
          27          14
          27          15
          27          41
          27          42
          27          46
          27          48
          27          49
          27          50
          27          51
          28          12
          28          13
          28          14
          28          15
          28          22
          28          23
          28          24
          28          25
          28          29
          28          31
          28          48
          28          50
          29           1
          29          13
          29          14
          29          15
          29          22
          29          31
          29          33
          29          47
          29          48
          29          49
          30          39
          30          47
          30          48
          30          49
          30          58
          30          59
          31          44
          31          45
          31          47
          31          48
          31          49
          31          58
          31          59
          32          45
          32          46
          32          47
          32          48
          32          49
          32          57
          32          58
          32          59
          33          38
          33          45
          33          46
          33          49
          33          55
          33          56
          33          57
          33          58
          33          59
          34          26
          34          43
          34          44
          34          50
          34          55
          34          56
          34          57
          34          58
          34          59
          34          60
          35          15
          35          16
          35          17
          35          18
          35          19
          35          54
          35          55
          35          56
          35          57
          35          58
          35          59
          35          60
          36          49
          36          58
          36          59
          36          60
          37          13
          37          45
          37          46
          37          58
          37          59
          37          60
          37          61
          37          62
          38          15
          38          23
          38          41
          38          58
          38          59
          38          60
          38          61
          38          62
          39           1
          39          21
          39          37
          39          49
          39          58
          39          60
          39          61
          39          62
          39          63
          39          64
          40           3
          40           4
          40          10
          40          11
          40          21
          40          34
          40          35
          40          36
          40          51
          40          52
          40          58
          40          59
          40          60
          40          61
          41           7
          41          10
          41          11
          41          18
          41          34
          41          47
          43          10
          43          41
          44           1
          44          25
          44          26
          44          41
          44          55
          44          64
          45           1
          45          41
          45          50
          45          51
          46           1
          46           3
          46           5
          46           6
          46          13
          46          20
          46          59
          46          60
          46          64
          47           1
          47           2
          47           3
          47           4
          47          13
          47          32
          47          59
          47          60
          47          63
          47          64
          48           1
          48           2
          48           3
          48           4
          48           5
          48          15
          48          22
          48          25
          48          58
          48          59
          48          62
          48          63
          48          64
          49           3
          49           4
          49          15
          49          16
          49          22
          49          41
          49          42
          49          53
          49          54
          49          55
          49          56
          49          57
          49          58
          49          59
          49          60
          49          63
          49          64
          50           1
          50           2
          50           3
          50          24
          50          43
          50          55
          50          56
          50          57
          50          58
          50          59
          50          60
          50          64
          51           1
          51           2
          51           3
          51           4
          51           5
          51           6
          51          54
          51          55
          51          56
          51          57
          51          58
          51          59
          51          60
          51          64
          52           1
          52           2
          52           3
          52           4
          52           5
          52           6
          52          11
          52          21
          52          22
          52          23
          52          33
          52          40
          52          41
          52          42
          52          54
          52          56
          52          57
          52          58
          52          59
          52          60
          52          64
          53           2
          53          11
          53          36
          53          40
          53          41
          53          42
          53          50
          53          53
          53          54
          53          56
          53          58
          53          59
          53          60
          54          11
          54          12
          54          52
          54          53
          54          54
          54          55
          54          56
          54          58
          54          59
          54          60
          54          61
          54          62
          55          14
          55          21
          55          26
          55          37
          55          54
          55          55
          55          58
          55          59
          55          60
          55          61
          55          62
          55          63
          56          14
          56          18
          56          21
          56          22
          56          23
          56          27
          56          59
          56          60
          56          61
          56          62
          56          63
          57           3
          57           4
          57           5
          57           6
          57           7
          57          13
          57          14
          57          21
          57          22
          57          53
          57          58
          57          59
          57          60
          57          61
          58          20
          58          21
          58          22
          58          54
          58          55
          58          58
          58          59
          58          60
          58          61
          59          10
          59          21
          59          22
          59          25
          59          26
          59          51
          59          52
          59          53
          59          54
          59          55
          60          21
          60          22
          60          26
          60          28
          60          29
          61          22
          61          28
          61          29
          61          30
          62          19
          62          29
          62          30
          62          63
          62          64
          63          17
          63          18
          63          29
          63          30
          63          37
          63          40
          63          41
          63          63
          64           1
          64          18
          64          23
          64          30
          64          41
          64          64
